gene,AML,Adrenocortical,Bladder,Breast,Cervical,Cholangiocarcinoma,Colorectal,DLBCL,Esophageal,Glioblastoma,Head&Neck,Kidney Chromophobe,Kidney Clear Cell,Kidney Papillary,Liver,Low Grade Glioma,Lung Adeno,Lung Squamous,Melanoma,Mesothelioma,Ovarian,Pancreatic,Pheochromocytoma,Prostate,Sarcoma,Stomach,Testicular,Thymoma,Thyroid,Uterine,Uterine Carcinosarcoma,Uveal Melanoma
SLC6A6,-0.1663,-0.2856,-0.0489,-0.0256,-0.0495,0.5429,0.2029,-0.363,0.2126,-0.0502,-0.0353,-0.2585,-0.001,0.1327,-0.0167,-0.169,-0.141,-0.1745,-0.1865,-0.1603,-0.2702,0.7483,-0.4929,-0.2842,-0.2554,0.2091,0.2943,-0.2929,-0.0673,-0.0913,-0.3259,-0.2693
OR13C5,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR1K1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0151,-0.0,0.0,0.0,0.0,0.0,0.0
OR8B4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENPP1,-0.0006,-0.0795,-0.1223,0.1737,-0.2144,-0.3156,0.026,0.0455,0.0568,0.0975,-0.1266,-0.0606,-0.0341,0.154,-0.0775,0.0086,-0.0265,-0.0481,0.0663,-0.0795,-0.2886,-0.1343,0.1055,-0.0536,0.4609,0.1431,0.2473,-0.0812,-0.1416,-0.3936,-0.4098,-0.1277
FSHR,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0154,0.0039,0.207,0.0,0.0,0.0,0.0,0.0,0.0291,-0.0056,0.0,0.0,0.0,0.0,0.0,-0.3141,0.0,0.0,0.0,0.0,0.0
ABCB4,0.0244,0.008,-0.0436,0.0163,-0.0047,-0.5005,-0.04,0.1724,-0.0142,0.4547,-0.0228,-0.0079,0.331,0.3067,-0.0926,0.1936,0.0771,0.0043,0.2258,0.0005,-0.0047,0.5101,-0.2542,-0.0123,0.0082,0.0472,-0.0533,-0.0089,-0.0147,0.0198,0.1353,0.0126
GPR15,0.2321,0.0,-0.0601,-0.0204,-0.0446,-0.0,-0.1445,-0.1267,0.0795,0.0,0.1505,0.0,0.1755,0.0543,-0.0044,0.0,-0.0586,-0.0391,-0.0044,-0.012,-0.0026,0.1021,0.0333,-0.0076,0.0,0.0261,0.0339,0.0019,-0.0038,-0.0029,-0.0251,-0.0214
OR4K5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC6A8,-0.5952,-0.0539,-0.1883,-0.0041,0.2542,0.7558,-0.1409,-0.2897,0.0834,0.1224,0.2307,0.1891,0.265,0.0553,0.2019,0.1389,0.0515,0.6523,0.2664,-0.0772,0.0562,0.4005,-0.2958,-0.0321,-0.3004,0.1795,-0.2193,0.0696,-0.2988,0.0329,0.0566,0.3079
OR10A6,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
OR51D1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR6T1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
OR2AP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR2L13,1.2818,0.0,-0.0059,-0.0028,-0.0,0.0,-0.0,-0.0,0.0,-0.1126,0.0,0.0,0.0,0.0,0.0,-0.1324,0.0,0.0,0.141,0.0,0.0366,0.0,2.1717,0.0094,0.0702,0.0,-0.0,0.8737,0.0,0.0,0.0,0.0
SLCO6A1,-0.0,0.0,0.2981,0.0,0.0224,0.0,0.0,0.0,0.1649,0.0,0.0961,-0.0376,-0.0145,-0.0087,0.0,0.0096,0.0,0.0436,0.0,0.0,0.1158,0.0,0.1112,0.0,0.0,0.0,-0.1387,2.7691,0.0,0.0,0.2289,0.0
HTR3D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
OR5A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XKR3,-0.0765,0.0,0.0,0.0,0.0,0.0,0.0,-0.0725,0.0,0.0159,0.0,0.0,0.015,0.3517,0.0,0.0,-0.0056,-0.0119,0.0,0.0,0.0,0.0,-0.0,0.0,0.1912,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
OR6V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
OR4C6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRP6,-0.0725,0.0237,-0.1934,-0.0512,-0.3071,-0.068,0.0016,-0.0167,0.1811,0.0607,-0.1663,0.0864,0.185,0.1241,-0.062,0.2113,-0.1092,-0.1273,0.0376,-0.1896,-0.1199,0.0857,0.0987,-0.0788,0.0961,0.2426,0.3177,-0.2278,-0.1632,-0.2261,-0.1737,-0.2123
ERVV-2,-0.0,0.0,0.3683,0.0,0.0,0.0,0.0,0.0,0.1555,0.0,0.0,0.0,0.0,1.0553,0.0,0.0,0.0,0.0,0.0,0.0,0.0917,0.0,0.0,0.0,0.0,0.0758,-0.0137,0.0,0.1183,0.0,0.1738,0.0
TAAR8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR9Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
OR10A5,0.5884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR1L6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC17A1,0.0,-0.2521,0.0,0.0,0.0,-0.471,-0.0,0.0,0.0,0.0,0.0,-0.0727,-0.0489,0.2753,-0.1566,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0227,0.0,0.0,0.0,0.0,0.0
IMPG2,0.031,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.001,-0.0,0.0,-0.0004,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.114,0.0,0.0125,-0.0,0.0043,-0.0,-0.0047,-0.0,-0.0,-0.0095,-0.0115,-0.0366
OR5M9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MANSC4,0.0,0.0,-0.0037,-0.0016,-0.0076,0.0531,-0.0,0.0484,0.0009,-0.0,-0.0075,-0.0,-0.0031,-0.0084,0.0,0.0,-0.0031,-0.0119,-0.0054,-0.0,-0.0031,-0.0,0.0,-0.0012,0.0119,-0.0006,-0.0645,0.0,-0.0112,-0.0324,-0.0088,-0.0
FAM187B,-0.0,-0.0,-0.0,-0.0029,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0559,-0.0,-0.0,-0.0,-0.0,-0.0
PCDHB14,0.0644,0.0775,-0.0261,-0.1177,-0.164,0.6017,0.06,0.0,0.0209,0.1964,0.0494,-0.0464,0.3154,0.2068,0.0225,0.1196,-0.0842,-0.0032,-0.1485,0.1213,-0.1932,0.2021,0.2052,-0.0101,0.5065,0.2752,-0.1539,-0.1476,-0.0896,-0.2725,-0.133,-0.0634
MAS1,0.1417,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0154,0.0,0.0,0.0,0.0,0.0,0.1935,0.0,0.0,0.0,0.0,-0.0196,0.0,0.0,-0.0,0.0485,0.0,-0.0,0.0,0.0,-0.0,-0.0763,0.0
OR8H3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OTOP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.1058,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
OR14K1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
OR10G2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0089,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
OR5H15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP53I13,0.2452,-0.0135,-0.0502,-0.1875,-0.0895,-0.0101,-0.1443,0.0167,-0.0082,0.2751,-0.1212,-0.2808,-0.1007,0.0541,-0.1413,0.1268,-0.1481,-0.1616,0.0803,-0.026,-0.2053,0.2103,0.0071,-0.1594,0.3315,-0.0545,-0.2386,-0.0583,-0.1765,-0.1077,-0.1285,-0.0585
OR2AK2,2.8423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
PKD1L3,0.0127,-0.0,-0.0059,-0.0,-0.0071,-0.0,-0.0065,-0.0,-0.0042,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0023,-0.008,-0.0,0.0,-0.0,0.0,-0.0,-0.0027,0.0,0.0037,-0.0,-0.0,-0.0,-0.0038,-0.0,-0.0
NTSR1,0.0473,-0.0068,-0.0155,0.0042,0.0053,0.0557,-0.1363,-0.0,0.0045,-0.0279,0.0094,0.0065,-0.0198,-0.0209,-0.0082,-0.0181,-0.0354,-0.0204,0.0047,0.0398,0.0326,0.2381,-0.0147,-0.0,0.0411,0.0485,-0.056,0.0056,-0.0,0.0197,0.2741,0.0101
CLEC12B,2.1903,-0.0,-0.0341,-0.0012,-0.0,-0.0,-0.0,-0.0,-0.0087,-0.0005,-0.0028,-0.0,0.0074,-0.0001,-0.0,0.0,-0.0147,-0.0312,-0.0622,-0.0005,-0.0,0.0024,-0.0,-0.0,0.0025,-0.0,-0.1964,-0.0007,-0.0,-0.0,-0.0,-0.0
OR5W2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDH6,0.0242,0.0354,-0.1011,-0.124,-0.1114,1.1078,0.0062,0.0,0.0879,0.2965,-0.0162,-0.1603,0.4848,0.4829,0.0694,0.1019,-0.2223,-0.1988,-0.0215,0.1354,0.716,0.6836,0.5245,-0.0513,0.1398,0.2065,0.0286,-0.0547,0.2001,0.0141,0.0003,-0.0229
OR2T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
GLRB,0.0688,-0.1325,-0.0496,0.0595,-0.1485,0.582,-0.0393,0.0,-0.0233,-0.0474,-0.0831,0.1835,0.0068,0.6608,-0.0037,0.0657,0.1254,-0.0183,-0.1585,-0.0737,0.0775,0.0458,0.3265,0.0131,0.2656,-0.0816,-0.0544,-0.0035,0.3623,0.0829,0.0862,-0.0119
OR52I1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0045,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
OR4D6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0025,0.0,0.0,0.0
OR5M8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0807,0.0,0.0,0.0,0.0,0.0
MIP,0.0299,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0069,0.0021,0.0,0.0,0.0,0.0,-0.0111,0.0005,0.0,0.0,0.0023,0.0,0.0095,-0.0,-0.0023,0.002,0.0,0.0033,-0.0,0.0,0.0,0.0,0.0,0.0081
TRPV5,0.0065,0.0,0.0,-0.0003,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0064,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
OR2T2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPR21,0.5102,0.0,-0.0014,-0.0008,-0.0,0.0,-0.0053,0.0,-0.0,-0.0024,-0.0,-0.0,0.0088,-0.0,0.0,-0.0045,-0.004,-0.0,-0.0,0.0019,-0.0,0.0087,0.0185,-0.0023,0.0656,-0.0002,-0.0,-0.0037,-0.0011,-0.0163,-0.0,-0.0
GP6,0.1685,0.0,-0.0079,-0.0044,-0.0168,0.0,-0.0007,-0.0,-0.0026,-0.0,-0.0032,0.1678,0.0186,0.0028,-0.0,-0.0008,-0.0062,-0.0065,-0.0041,-0.0075,-0.0112,0.009,0.0,-0.0042,-0.0022,0.0023,-0.0065,-0.0,-0.0009,-0.0137,-0.0,-0.0
SPAM1,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0671,0.0,0.0,0.0,0.0,0.0
GPR139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
OR4L1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SGCZ,0.0,0.0,-0.0377,-0.0023,-0.0,0.0,-0.0,0.0,0.0,-0.0327,0.0,0.0,0.0,0.0,0.0,0.0039,0.0,0.0485,-0.0105,0.0,-0.0194,0.0,0.0,-0.0045,0.0,0.0,-0.0,0.3693,0.0,-0.0,-0.0629,0.0
OR4D9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPR42,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0226,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0408,0.0,0.0849,0.0703,0.0,0.156,-0.0,0.0,0.0,-0.0,0.0,0.0502,0.4626
CLEC1B,2.894,-0.0,-0.0213,-0.0005,0.0033,-0.3195,-0.005,-0.0,0.0051,0.0126,0.0048,-0.0,0.0,0.0,-0.2751,0.0,-0.0141,-0.0035,0.0015,0.0086,0.0086,0.0113,-0.0,-0.0,0.0139,0.0,-0.1078,0.0,-0.0,-0.0,-0.0,-0.0
OR10H1,0.0,0.0,-0.1858,0.0,0.0345,0.0,0.0,0.0,0.0285,0.0,0.0198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0143,0.0,0.0165,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
RHO,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0041,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0945
OPN5,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0441,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0691,0.0,0.0
OR4F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR52E6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEACAM20,0.0,-0.0,0.0,-0.0023,0.0,-0.0,-0.0374,0.0,0.0875,0.0,0.0,0.0,0.0,0.0,-0.0348,0.0,-0.0053,-0.0111,0.0,0.0,0.0,0.1117,-0.0,0.6104,0.0,0.2086,-0.0153,0.0,0.0,0.0,0.0,0.0
OR56A4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
PKD1L1,0.0,-0.0022,-0.0408,-0.0073,-0.0014,0.0,0.0215,0.0184,-0.0039,0.1109,-0.0005,-0.0,0.0216,-0.0008,0.0025,-0.0036,-0.0063,-0.01,0.0457,-0.0031,0.0455,0.0015,0.089,-0.0008,-0.0039,0.0093,-0.0251,0.0028,-0.0022,-0.0033,-0.002,-0.0
OR10H4,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
CNTNAP5,0.0,0.0,-0.0259,0.0,0.0,0.5398,-0.0,0.0,0.0,-0.0829,0.0,3.9484,0.1314,-0.0339,0.0,0.2978,0.0,0.0153,0.0,0.0,0.0,0.0428,1.958,0.0,0.0,0.0,0.0415,0.0829,0.0,0.0,0.0,1.0073
OR52L1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
OR4K17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GYPA,-0.1356,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.037,-0.0306,-0.0079,-0.0,-0.0,-0.0,0.0,0.0356,0.0,0.0,0.0176,0.0,0.0,0.0,-0.0579,0.0,0.0,0.0,0.0,0.0
SLC22A8,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-1.3236,-1.1952,0.0,-0.0188,0.0,0.0,0.0,0.0,-0.0137,0.0,0.0,0.0,0.0,-0.017,0.0893,0.0,0.0,0.0,0.0,0.4954
IL12RB2,-0.0074,-0.003,0.0533,0.0019,0.3539,0.0,-0.0041,-0.033,0.1421,0.0019,0.6426,-0.0,0.0406,0.339,-0.0025,0.0084,0.0033,0.242,0.7999,-0.0035,0.0279,-0.0249,-0.0,-0.0006,-0.1097,0.0924,-0.0649,0.0029,-0.0028,0.0095,0.0883,0.5412
GML,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
ABCC12,0.0,0.0,-0.0,0.3067,-0.0,-0.0,0.0,0.0,0.0,-0.0365,0.0,0.0,0.0,0.0,-0.0,-0.0301,0.0,-0.0125,0.0,0.0,-0.0,-0.0,0.0,-0.0143,-0.111,-0.0187,-1.0625,0.0,-0.0442,0.0113,0.1051,0.3406
GRM6,0.0,-0.0,-0.045,-0.0022,-0.0,0.0,-0.0024,-0.0,-0.0041,-0.0006,-0.0069,-0.0,-0.0014,-0.0023,-0.0018,-0.0011,-0.0069,-0.002,-0.0,-0.0,-0.006,0.0,0.0076,-0.0,0.0059,-0.0012,-0.0,-0.0,-0.0,-0.0182,-0.0,-0.0239
OR4K14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRPV2,0.0197,0.058,0.0029,-0.0961,-0.0878,0.3299,-0.0941,0.1483,-0.0736,0.229,-0.0443,-0.0315,0.4039,0.1897,0.221,0.0416,-0.2914,-0.3816,0.597,0.0684,-0.2925,0.4922,0.0869,-0.2323,0.5685,0.1327,0.2942,0.2653,-0.1146,-0.1566,-0.1822,0.3506
OR13H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR2M5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC22A14,-0.0,-0.0,-0.0012,-0.0,-0.0,0.0,-0.0,-0.0,-0.0014,-0.0,-0.0,-0.0,-0.0035,-0.0118,-0.0,-0.0,-0.0018,-0.0016,-0.0012,-0.0,-0.0003,0.0,-0.0,-0.0,-0.0,0.0,-0.015,-0.0,-0.0,-0.0,-0.0,-0.0
OR8J2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
TAAR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0744,0.0,0.007,0.0,0.3616,0.0,0.0,0.0,0.0,0.0,0.0
OR5P3,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
OR52M1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAS2R8,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR3A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0192,0.0,0.0,0.0,0.0,0.0
